return_id,order_id,product_id,return_date,return_reason,refund_amount
R9141,O107068,P1083,03-03-2025,Damaged,14376
R9142,O109607,P1138,20-03-2025,Wrong Item,44595
R9143,O109424,P1252,07-05-2024,Wrong Item,17202
R9144,O105384,P1021,12-07-2025,Customer Dissatisfied,11470
R9145,O105164,P1013,21-09-2024,Wrong Item,93810
R9146,O100046,P1182,08-07-2024,Damaged,93080
R9147,O106969,P1051,11-08-2025,Wrong Item,32892
R9148,O103293,P1064,15-10-2025,Wrong Item,13395
R9149,O108754,P1228,30-05-2024,Customer Dissatisfied,53368
R9150,O104251,P1037,28-10-2025,Damaged,35032
R9151,O108001,P1137,19-12-2024,Damaged,8938
R9152,O107995,P1030,15-09-2025,Customer Dissatisfied,11890
R9153,O105030,P1021,19-03-2024,Damaged,22940
R9154,O101125,P1249,22-03-2024,Customer Dissatisfied,51435
R9155,O103311,P1021,25-01-2025,Wrong Item,34410
R9156,O104980,P1193,08-05-2024,Damaged,54183
R9157,O102188,P1037,11-12-2025,Customer Dissatisfied,17516
R9158,O104122,P1153,28-10-2024,Wrong Item,28022
R9159,O101665,P1122,02-10-2024,Customer Dissatisfied,9858
R9160,O101293,P1270,06-12-2024,Wrong Item,59499
R9161,O103855,P1030,10-04-2025,Customer Dissatisfied,35670
R9162,O100926,P1068,27-06-2024,Damaged,57620
R9163,O105449,P1243,27-11-2025,Damaged,106125
R9164,O109529,P1190,26-07-2025,Wrong Item,22649
R9165,O104165,P1222,03-02-2025,Wrong Item,75270
R9166,O101685,P1222,30-04-2025,Customer Dissatisfied,30108
R9167,O102523,P1212,15-10-2025,Customer Dissatisfied,21743
R9168,O103015,P1173,11-12-2024,Customer Dissatisfied,7396
R9169,O104776,P1074,23-03-2025,Customer Dissatisfied,26605
R9170,O106235,P1063,15-07-2024,Damaged,70956
R9171,O100291,P1284,06-09-2025,Wrong Item,26554
R9172,O105418,P1017,23-05-2025,Customer Dissatisfied,32576
R9173,O107736,P1096,28-07-2024,Damaged,50853
R9174,O109280,P1048,03-06-2025,Wrong Item,33672
R9175,O104028,P1150,16-04-2025,Customer Dissatisfied,22266
R9176,O106575,P1265,29-04-2024,Wrong Item,11992
R9177,O106988,P1089,16-08-2024,Customer Dissatisfied,18424
R9178,O108348,P1003,08-03-2024,Damaged,5976
R9179,O102959,P1019,07-03-2024,Damaged,33015
R9180,O103864,P1245,13-06-2025,Wrong Item,6746
R9181,O101053,P1103,22-11-2024,Damaged,78756
R9182,O105524,P1229,28-08-2024,Damaged,115345
R9183,O100205,P1163,28-06-2024,Wrong Item,-35772
R9184,O102736,P1167,14-06-2024,Wrong Item,71770
R9185,O101484,P1083,22-12-2025,Customer Dissatisfied,14376
R9186,O100052,P1017,07-07-2024,Damaged,16288
R9187,O108735,P1278,19-01-2025,Wrong Item,95065
R9188,O102363,P1044,12-09-2024,Customer Dissatisfied,22714
R9189,O102796,P1103,02-09-2025,Customer Dissatisfied,98445
R9190,O105685,P1021,16-12-2024,Customer Dissatisfied,11470
R9191,O106715,P1251,05-06-2025,Damaged,8279
R9192,O103241,P1207,06-02-2024,Customer Dissatisfied,89395
R9193,O102347,P1185,29-06-2024,Damaged,38140
R9194,O107347,P1077,20-11-2025,Damaged,17682
R9195,O108742,P1134,17-03-2024,Damaged,17272
R9196,O104198,P1136,20-03-2024,Customer Dissatisfied,9813
R9197,O103817,P1074,28-05-2025,Customer Dissatisfied,10642
R9198,O105229,P1005,24-03-2024,Wrong Item,15987
R9199,O101944,P1254,06-04-2024,Damaged,55563
R9200,O105385,P1004,24-03-2024,Customer Dissatisfied,13662
R9201,O104206,P1155,09-12-2024,Wrong Item,45096
R9202,O102228,P1203,24-01-2024,Damaged,51456
R9203,O107748,P1079,26-12-2024,Wrong Item,45795
R9204,O107989,P1039,11-12-2024,Damaged,9486
R9205,O103502,P1203,02-06-2024,Customer Dissatisfied,51456
R9206,O106224,P1233,11-07-2025,Damaged,51332
R9207,O104155,P1147,14-04-2024,Damaged,40424
R9208,O109010,P1122,17-09-2025,Wrong Item,19716
R9209,O103750,P1106,24-09-2024,Wrong Item,16729
R9210,O107463,P1025,28-06-2025,Customer Dissatisfied,41810
R9211,O108275,P1070,18-05-2024,Customer Dissatisfied,11508
R9212,O105136,P1241,18-04-2025,Damaged,19467
R9213,O109351,P1129,21-02-2024,Damaged,5589
R9214,O103895,P1230,21-02-2025,Customer Dissatisfied,48300
R9215,O104215,P1269,16-05-2024,Customer Dissatisfied,9368
R9216,O100082,P1237,11-02-2025,Customer Dissatisfied,63300
R9217,O107859,P1235,23-04-2024,Customer Dissatisfied,21005
R9218,O102783,P1149,12-03-2025,Damaged,49364
R9219,O108346,P1003,10-01-2024,Customer Dissatisfied,4482
R9220,O106132,P1202,17-03-2025,Damaged,63016
R9221,O100449,P1060,03-11-2025,Damaged,41960
R9222,O105522,P1221,17-02-2024,Customer Dissatisfied,17898
R9223,O101416,P1076,16-06-2024,Wrong Item,50853
R9224,O105090,P1285,05-08-2025,Wrong Item,61788
R9225,O100040,P1224,01-07-2025,Wrong Item,108110
R9226,O106116,P1125,08-09-2024,Damaged,24450
R9227,O100708,P1024,16-02-2024,Damaged,77955
R9228,O107892,P1285,21-04-2024,Customer Dissatisfied,61788
R9229,O107590,P1269,14-02-2024,Damaged,4684
R9230,O108998,P1285,01-04-2024,Damaged,61788
R9231,O105495,P1260,31-05-2024,Damaged,9665
R9232,O107420,P1241,15-02-2025,Wrong Item,77868
R9233,O102091,P1114,29-07-2024,Customer Dissatisfied,75570
R9234,O102399,P1079,19-02-2025,Customer Dissatisfied,45795
R9235,O103111,P1078,14-03-2024,Damaged,93556
R9236,O109074,P1226,30-01-2024,Wrong Item,57672
R9237,O107439,P1074,23-05-2024,Damaged,15963
R9238,O101886,P1058,30-12-2025,Damaged,48471
R9239,O107906,P1143,27-04-2024,Damaged,17700
R9240,O107847,P1299,15-12-2025,Damaged,17937
R9241,O101445,P1253,05-04-2024,Customer Dissatisfied,82420
R9242,O109471,P1067,24-09-2024,Wrong Item,74216
R9243,O105550,P1179,17-06-2025,Wrong Item,78364
R9244,O109064,P1286,19-04-2025,Customer Dissatisfied,6335
R9245,O108297,P1077,30-12-2025,Wrong Item,5894
R9246,O101639,P1059,06-11-2024,Damaged,43636
R9247,O103105,P1143,09-04-2025,Customer Dissatisfied,35400
R9248,O102737,P1046,25-09-2024,Wrong Item,22040
R9249,O107632,P1010,04-09-2024,Damaged,35304
R9250,O106752,P1038,01-05-2024,Damaged,22462
R9251,O104504,P1169,27-04-2025,Damaged,5160
R9252,O100372,P1180,17-05-2025,Damaged,20388
R9253,O100421,P1115,06-09-2024,Customer Dissatisfied,81232
R9254,O105295,P1166,19-11-2024,Wrong Item,8200
R9255,O105469,P1150,28-06-2025,Customer Dissatisfied,29688
R9256,O100674,P1169,24-03-2025,Customer Dissatisfied,15480
R9257,O106662,P1006,27-04-2024,Damaged,35890
R9258,O102908,P1007,24-05-2024,Customer Dissatisfied,63876
R9259,O108004,P1142,18-02-2025,Customer Dissatisfied,55055
R9260,O103575,P1046,09-05-2024,Damaged,44080
R9261,O102034,P1145,17-07-2025,Damaged,40485
R9262,O107294,P1148,27-04-2025,Damaged,20462
R9263,O103798,P1097,12-07-2024,Wrong Item,26745
R9264,O101659,P1264,18-08-2024,Damaged,20620
R9265,O100703,P1245,28-11-2025,Wrong Item,13492
R9266,O101929,P1179,23-09-2025,Customer Dissatisfied,39182
R9267,O102565,P1254,07-03-2025,Customer Dissatisfied,92605
R9268,O101388,P1113,02-08-2024,Wrong Item,4534
R9269,O103812,P1059,24-01-2025,Customer Dissatisfied,43636
R9270,O108606,P1119,13-07-2025,Customer Dissatisfied,80132
R9271,O109776,P1259,04-02-2025,Damaged,69985
R9272,O101843,P1040,19-09-2025,Damaged,12615
R9273,O104921,P1280,25-02-2025,Wrong Item,35480
R9274,O104346,P1212,20-10-2025,Wrong Item,21743
R9275,O109159,P1272,12-01-2024,Customer Dissatisfied,108635
R9276,O104717,P1234,07-08-2024,Damaged,21208
R9277,O108834,P1023,25-04-2025,Damaged,11148
R9278,O102546,P1261,26-06-2025,Customer Dissatisfied,22756
R9279,O102334,P1119,25-04-2025,Customer Dissatisfied,60099
R9280,O103809,P1037,12-01-2025,Customer Dissatisfied,70064
R9281,O109183,P1023,23-12-2024,Customer Dissatisfied,44592
R9282,O107483,P1207,30-03-2024,Damaged,35758
R9283,O104408,P1050,13-08-2024,Wrong Item,59930
R9284,O107227,P1188,17-01-2025,Damaged,76640
R9285,O107113,P1134,23-08-2024,Customer Dissatisfied,8636
R9286,ORPHAN_12,P1048,17-12-2025,Wrong Item,67344
R9287,O106566,P1057,24-11-2025,Customer Dissatisfied,12244
R9288,O104505,P1233,04-06-2024,Wrong Item,38499
R9289,O107204,P1205,24-02-2025,Customer Dissatisfied,17610
R9290,O105770,P1132,12-09-2025,Damaged,96050
R9291,O100300,P1185,08-09-2024,Customer Dissatisfied,30512
R9292,O102656,P1146,22-09-2025,Customer Dissatisfied,66515
R9293,O105943,P1275,22-05-2024,Customer Dissatisfied,44044
R9294,O109300,P1284,03-11-2024,Wrong Item,66385
R9295,O106050,P1169,02-08-2025,Customer Dissatisfied,10320
R9296,O101218,P1266,12-06-2025,Customer Dissatisfied,31456
R9297,O107196,P1039,07-03-2024,Wrong Item,12648
R9298,O103701,P1293,11-06-2024,Wrong Item,59223
R9299,O107043,P1263,07-09-2025,Wrong Item,30256
R9300,O106795,P1144,06-03-2025,Damaged,108020
R9301,O107498,P1060,27-01-2025,Damaged,31470
R9302,O106545,P1082,26-11-2025,Damaged,42435
R9303,O105069,P1224,16-06-2025,Customer Dissatisfied,43244
R9304,O103074,P1262,31-08-2025,Customer Dissatisfied,34434
R9305,O108624,P1025,27-07-2024,Damaged,8362
R9306,O105040,P1233,23-10-2024,Damaged,51332
R9307,O101825,P1225,06-10-2025,Wrong Item,29220
R9308,O106548,P1027,11-04-2024,Wrong Item,10106
R9309,O102132,P1058,13-01-2024,Customer Dissatisfied,48471
R9310,O102929,P1197,01-11-2024,Wrong Item,49485
R9311,O106194,P1085,22-05-2024,Damaged,16941
R9312,O108666,P1292,14-01-2025,Customer Dissatisfied,92856
R9313,O105202,P1272,24-06-2024,Wrong Item,21727
R9314,O106581,P1067,07-02-2024,Damaged,55662
R9315,O107589,P1160,12-11-2025,Damaged,51060
R9316,O101435,P1208,08-04-2024,Damaged,33795
R9317,O106865,P1257,03-04-2025,Damaged,54948
R9318,O104637,P1145,30-08-2025,Wrong Item,26990
R9319,O106404,P1079,25-08-2024,Wrong Item,9159
R9320,O109524,P1220,21-04-2024,Wrong Item,30968
R9321,O100685,P1174,02-08-2025,Customer Dissatisfied,64041
R9322,O102915,P1009,16-04-2024,Damaged,79085
R9323,O108473,P1296,28-07-2024,Wrong Item,10596
R9324,O100385,P1199,16-12-2024,Wrong Item,70356
R9325,O107216,P1216,18-09-2025,Damaged,79968
R9326,O107541,P1280,17-07-2025,Wrong Item,70960
R9327,ORPHAN_15,P1223,06-03-2025,Customer Dissatisfied,18916
R9328,O103362,P1114,07-12-2025,Customer Dissatisfied,30228
R9329,O108839,P1274,15-08-2024,Damaged,20728
R9330,O102013,P1149,13-12-2024,Customer Dissatisfied,24682
R9331,O102225,P1039,10-09-2024,Damaged,3162
R9332,O104129,P1182,07-06-2024,Damaged,74464
R9333,O103794,P1146,08-04-2025,Damaged,26606
R9334,O103049,P1175,25-12-2024,Wrong Item,61998
R9335,O101962,P1268,02-08-2024,Wrong Item,28850
R9336,O107470,P1127,29-03-2025,Wrong Item,46632
R9337,O101269,P1176,30-06-2025,Damaged,29948
R9338,O108846,P1280,20-05-2025,Damaged,35480
R9339,O106284,P1044,03-03-2024,Damaged,45428
R9340,O107762,P1179,31-12-2025,Wrong Item,78364
R9341,O109596,P1206,02-05-2025,Damaged,86008
R9342,O106878,P1222,14-03-2024,Damaged,30108
R9343,O107592,P1121,26-03-2024,Customer Dissatisfied,60005
R9344,O107907,P1200,25-05-2024,Wrong Item,7266
R9345,O104020,P1139,14-03-2025,Damaged,21395
R9346,ORPHAN_7,P1142,02-11-2024,Damaged,33033
R9347,O105846,P1222,14-03-2024,Wrong Item,45162
R9348,O109979,P1142,14-10-2025,Customer Dissatisfied,33033
R9349,O100442,P1233,09-08-2024,Damaged,25666
R9350,O105129,P1243,17-11-2025,Damaged,21225
R9351,O103219,P1263,24-01-2025,Wrong Item,22692
R9352,O106807,P1012,16-05-2024,Wrong Item,40526
R9353,O104833,P1243,25-06-2024,Damaged,21225
R9354,O108822,P1266,07-07-2025,Customer Dissatisfied,15728
R9355,O108050,P1074,06-05-2025,Customer Dissatisfied,21284
R9356,O108833,P1012,27-07-2024,Wrong Item,81052
R9357,O102633,P1092,12-05-2025,Damaged,19568
R9358,O101510,P1216,27-09-2025,Customer Dissatisfied,39984
R9359,O107485,P1113,09-01-2024,Damaged,9068
R9360,O104828,P1035,18-06-2024,Damaged,65406
R9361,O106737,P1075,13-07-2024,Wrong Item,96430
R9362,O105806,P1143,14-07-2024,Damaged,8850
R9363,O102964,P1239,08-01-2024,Damaged,102170
R9364,O109711,P1131,07-07-2024,Wrong Item,61218
R9365,O100375,P1197,04-01-2025,Wrong Item,32990
R9366,O105663,P1256,05-12-2024,Damaged,34184
R9367,O109271,P1128,04-04-2024,Damaged,40312
R9368,O107588,P1274,26-10-2024,Wrong Item,82912
R9369,O108856,P1072,23-09-2025,Damaged,33639
R9370,O104040,P1046,17-09-2025,Damaged,55100
R9371,O100583,P1080,23-12-2025,Wrong Item,-26515
R9372,O104166,P1088,19-05-2024,Damaged,85196
R9373,O107961,P1171,26-03-2025,Damaged,-101390
R9374,O105840,P1279,03-02-2024,Damaged,11798
R9375,O102175,P1158,19-01-2025,Damaged,93495
R9376,O107904,P1117,15-04-2025,Customer Dissatisfied,53550
R9377,O100768,P1137,09-06-2025,Wrong Item,17876
R9378,O104064,P1038,04-07-2024,Customer Dissatisfied,89848
R9379,O108815,P1181,29-11-2025,Damaged,23115
R9380,O109809,P1236,18-06-2024,Customer Dissatisfied,3300
R9381,O101092,P1285,23-09-2025,Wrong Item,41192
R9382,O108109,P1007,19-12-2025,Wrong Item,31938
R9383,O109462,P1130,10-08-2025,Customer Dissatisfied,9394
R9384,O106875,P1001,27-02-2025,Customer Dissatisfied,31132
R9385,O104507,P1230,04-05-2024,Wrong Item,24150
R9386,O103136,P1265,09-11-2025,Wrong Item,59960
R9387,O103912,P1080,28-01-2025,Wrong Item,10606
R9388,O101044,P1297,22-06-2025,Damaged,101535
R9389,O101315,P1072,06-09-2025,Wrong Item,33639
R9390,O103715,P1123,07-07-2025,Customer Dissatisfied,30696
R9391,O108728,P1175,13-08-2024,Wrong Item,61998
R9392,O105825,P1011,05-10-2024,Customer Dissatisfied,20310
R9393,O107691,P1067,08-10-2025,Customer Dissatisfied,55662
R9394,O106206,P1101,25-11-2024,Wrong Item,51183
R9395,ORPHAN_16,P1220,02-04-2024,Customer Dissatisfied,46452
R9396,O108534,P1156,29-10-2025,Customer Dissatisfied,14997
R9397,O106395,P1171,12-01-2024,Damaged,60834
R9398,O101263,P1105,10-04-2025,Wrong Item,31944
R9399,O100880,P1225,18-02-2025,Damaged,14610
R9400,O106841,P1218,07-11-2025,Customer Dissatisfied,30708
R9401,O102551,P1255,11-04-2025,Customer Dissatisfied,74255
R9402,O101961,P1132,19-12-2024,Damaged,38420
R9403,O105630,P1090,05-02-2025,Damaged,32480
R9404,O109360,P1090,15-11-2025,Damaged,19488
R9405,O108333,P1149,13-09-2024,Customer Dissatisfied,24682
R9406,O106130,P1030,15-06-2024,Customer Dissatisfied,47560
R9407,O104502,P1102,30-07-2025,Damaged,59025
R9408,O100210,P1105,27-02-2025,Wrong Item,10648
R9409,O104519,P1030,07-12-2025,Customer Dissatisfied,23780
R9410,O106337,P1003,21-02-2025,Wrong Item,4482
R9411,O105510,P1279,28-11-2024,Customer Dissatisfied,11798
R9412,O106333,P1279,27-01-2025,Customer Dissatisfied,29495
R9413,O107265,P1125,08-04-2024,Wrong Item,24450
R9414,O102827,P1249,04-01-2024,Damaged,17145
R9415,O108242,P1262,23-08-2024,Wrong Item,34434
R9416,O105440,P1129,03-07-2025,Customer Dissatisfied,5589
R9417,O105291,P1293,05-01-2025,Customer Dissatisfied,19741
R9418,O109552,P1148,23-03-2024,Damaged,51155
R9419,O104260,P1133,12-05-2024,Wrong Item,28916
R9420,O100937,P1256,31-12-2024,Wrong Item,17092
R9421,O102160,P1124,21-05-2024,Customer Dissatisfied,93465
R9422,O101404,P1260,24-04-2024,Wrong Item,5799
R9423,O108921,P1049,06-08-2025,Wrong Item,4384
R9424,O102047,P1273,09-11-2025,Damaged,70440
R9425,O103939,P1056,15-04-2025,Customer Dissatisfied,68916
R9426,O103318,P1160,08-01-2025,Customer Dissatisfied,85100
R9427,O103979,P1173,19-06-2024,Damaged,22188
R9428,O101422,P1188,15-01-2024,Customer Dissatisfied,30656
R9429,O109550,P1224,29-12-2024,Wrong Item,43244
R9430,O108282,P1148,03-08-2024,Wrong Item,40924
R9431,O107977,P1223,04-05-2025,Customer Dissatisfied,14187
R9432,O104426,P1152,20-08-2024,Customer Dissatisfied,35211
R9433,O100412,P1280,01-08-2024,Damaged,35480
R9434,O100226,P1110,17-09-2025,Customer Dissatisfied,5745
R9435,O106415,P1228,28-07-2025,Wrong Item,53368
R9436,O100847,P1204,26-02-2024,Wrong Item,11025
R9437,O105800,P1019,03-01-2024,Customer Dissatisfied,55025
R9438,O103072,P1115,19-12-2024,Customer Dissatisfied,20308
R9439,O101254,P1221,14-04-2025,Damaged,53694
R9440,O101242,P1028,31-05-2025,Wrong Item,39790
R9441,O103469,P1090,24-09-2024,Wrong Item,12992
R9442,O103694,P1083,12-07-2024,Customer Dissatisfied,35940
R9443,O101360,P1233,24-11-2025,Wrong Item,12833
R9444,O104732,P1139,02-03-2025,Damaged,85580
R9445,O102981,P1201,29-03-2025,Damaged,30010
R9446,O104874,P1215,26-05-2024,Customer Dissatisfied,49275
R9447,O103639,P1258,22-05-2024,Wrong Item,87120
R9448,O100097,P1067,22-08-2024,Wrong Item,37108
R9449,O109636,P1091,25-06-2024,Customer Dissatisfied,25568
R9450,O106023,P1068,03-11-2025,Damaged,46096
R9451,O106336,P1258,23-07-2025,Customer Dissatisfied,87120
R9452,O105067,P1199,07-11-2025,Damaged,87945
R9453,O101282,P1154,09-03-2025,Wrong Item,65236
R9454,O106786,P1094,09-12-2024,Wrong Item,11349
R9455,O104678,P1076,23-11-2024,Wrong Item,84755
R9456,ORPHAN_10,P1020,18-11-2025,Customer Dissatisfied,50845
R9457,O102942,P1096,18-01-2025,Wrong Item,33902
R9458,O108122,P1077,23-09-2024,Customer Dissatisfied,5894
R9459,O101787,P1263,23-03-2025,Damaged,22692
R9460,O106797,P1251,18-09-2024,Customer Dissatisfied,24837
R9461,O108273,P1184,02-09-2024,Customer Dissatisfied,23546
R9462,O101627,P1236,14-08-2025,Customer Dissatisfied,3300
R9463,O100526,P1156,04-09-2024,Damaged,29994
R9464,O103305,P1131,03-08-2025,Wrong Item,61218
R9465,O101802,P1199,03-01-2025,Customer Dissatisfied,52767
R9466,O101039,P1119,11-03-2024,Wrong Item,100165
R9467,O103844,P1254,12-05-2024,Wrong Item,74084
R9468,O106412,P1174,19-06-2025,Customer Dissatisfied,21347
