transaction_id,store_id,store_name,date,product_id,product_name,quantity,unit_price,total,customer_id,promo_code
1086,3,Airport,2025-10-21,504,Folder,5,8.02,40.1,2008.0,
1087,1,Downtown,2025-10-10,502,Pen,2,4.69,9.38,2006.0,
1088,3,Airport,2025-10-11,502,Pen,4,7.04,28.16,,
1089,2,Suburb,2025-10-07,506,Highlighter,5,2.61,13.05,2008.0,DISC10
1090,3,Airport,2025-10-26,502,Pen,5,5.38,26.9,2005.0,DISC20
1091,1,Downtown,2025-10-01,506,Highlighter,4,2.75,11.0,2006.0,
1092,1,Downtown,2025-10-04,504,Folder,4,1.29,5.16,2005.0,DISC20
1093,2,Suburb,2025-10-26,503,Stapler,3,2.91,8.73,2001.0,
1094,2,Suburb,2025-10-26,504,Folder,4,7.79,31.16,2008.0,
1095,3,Airport,2025-10-13,504,Folder,1,4.06,4.06,,
1096,1,Downtown,2025-10-06,505,Marker,2,0.62,1.24,2004.0,
1097,3,Airport,2025-10-28,505,Marker,4,5.76,23.04,2003.0,
1098,2,Suburb,2025-10-15,501,Notebook,1,7.11,7.11,,
1099,2,Suburb,2025-10-22,503,Stapler,1,9.19,9.19,2007.0,
1100,1,Downtown,2025-10-08,502,Pen,4,6.65,26.6,2007.0,DISC10
1101,2,Suburb,2025-10-28,504,Folder,5,9.76,48.8,2005.0,
1102,1,Downtown,2025-10-01,505,Marker,4,6.23,24.92,2002.0,
1103,2,Suburb,2025-10-18,503,Stapler,5,6.33,31.65,2001.0,DISC10
1104,2,Suburb,2025-10-18,503,Stapler,5,2.07,10.35,2007.0,
1105,2,Suburb,2025-10-01,502,Pen,1,4.08,4.08,2008.0,DISC20
1106,3,Airport,2025-10-17,505,Marker,1,4.95,4.95,2002.0,
1107,1,Downtown,2025-10-16,506,Highlighter,4,8.22,32.88,2004.0,DISC20
1108,1,Downtown,2025-10-23,505,Marker,5,9.48,47.4,2002.0,
1109,1,Downtown,2025-10-14,501,Notebook,1,9.56,9.56,2003.0,
1110,1,Downtown,2025-10-08,502,Pen,4,3.05,12.2,2006.0,DISC10
1111,2,Suburb,2025-10-02,506,Highlighter,3,5.44,16.32,,
1112,1,Downtown,2025-10-30,506,Highlighter,3,4.33,12.99,2006.0,
1113,1,Downtown,2025-10-14,502,Pen,3,2.52,7.56,2005.0,
1114,2,Suburb,2025-10-06,502,Pen,2,6.55,13.1,2002.0,DISC10
1115,1,Downtown,2025-10-06,501,Notebook,4,3.33,13.32,2002.0,
1116,1,Downtown,2025-10-29,504,Folder,2,9.3,18.6,,
1117,1,Downtown,2025-10-02,506,Highlighter,5,3.8,19.0,2002.0,
1118,3,Airport,2025-10-23,503,Stapler,4,2.23,8.92,2007.0,
1119,3,Airport,2025-10-03,503,Stapler,5,9.74,48.7,2002.0,DISC20
1120,1,Downtown,2025-10-05,502,Pen,4,3.8,15.2,2005.0,
1121,2,Suburb,2025-10-01,505,Marker,1,3.88,3.88,2001.0,
1122,2,Suburb,2025-10-26,505,Marker,3,0.87,2.61,2008.0,
1123,2,Suburb,2025-10-15,506,Highlighter,3,9.25,27.75,,DISC10
1124,1,Downtown,2025-10-08,501,Notebook,3,2.25,6.75,2007.0,DISC10
1125,3,Airport,2025-10-14,502,Pen,5,1.09,5.45,2007.0,DISC20
1126,3,Airport,2025-10-03,506,Highlighter,3,5.56,16.68,2001.0,DISC10
1127,2,Suburb,2025-10-03,503,Stapler,1,7.51,7.51,2006.0,
1128,1,Downtown,2025-10-07,506,Highlighter,2,5.59,11.18,2008.0,
1129,1,Downtown,2025-10-20,501,Notebook,4,3.87,15.48,2008.0,
1130,2,Suburb,2025-10-15,504,Folder,2,5.8,11.6,2007.0,
1131,3,Airport,2025-10-10,501,Notebook,5,3.95,19.75,2001.0,DISC20
1132,3,Airport,2025-10-13,506,Highlighter,5,9.37,46.85,2004.0,
1133,2,Suburb,2025-10-06,504,Folder,3,1.33,3.99,2007.0,
1134,3,Airport,2025-10-03,503,Stapler,5,9.83,49.15,2005.0,DISC10
1135,3,Airport,2025-10-04,506,Highlighter,1,5.16,5.16,2005.0,DISC20
1136,2,Suburb,2025-10-25,502,Pen,3,5.93,17.79,2002.0,
1137,1,Downtown,2025-10-06,502,Pen,4,4.54,18.16,,
1138,1,Downtown,2025-10-12,501,Notebook,2,7.79,15.58,2005.0,
1139,2,Suburb,2025-10-11,504,Folder,5,5.56,27.8,,DISC10
1140,2,Suburb,2025-10-05,502,Pen,4,2.42,9.68,2007.0,DISC10
1141,1,Downtown,2025-10-05,501,Notebook,1,1.61,1.61,2007.0,DISC20
1142,2,Suburb,2025-10-17,505,Marker,4,9.67,38.68,2004.0,DISC20
1143,1,Downtown,2025-10-02,504,Folder,3,1.13,3.39,2007.0,
1144,1,Downtown,2025-10-08,503,Stapler,1,7.63,7.63,2002.0,
1145,1,Downtown,2025-10-05,503,Stapler,3,6.52,19.56,2003.0,
1146,1,Downtown,2025-10-10,501,Notebook,2,8.26,16.52,2006.0,DISC20
1147,1,Downtown,2025-10-06,501,Notebook,1,2.71,2.71,,DISC10
1148,2,Suburb,2025-10-21,503,Stapler,3,4.6,13.8,2002.0,DISC20
1149,2,Suburb,2025-10-20,505,Marker,1,5.57,5.57,2006.0,DISC20
1150,1,Downtown,2025-10-06,501,Notebook,1,7.22,7.22,2006.0,
1151,2,Suburb,2025-10-04,506,Highlighter,2,7.74,15.48,,
1152,3,Airport,2025-10-15,504,Folder,5,1.71,8.55,2007.0,
1153,1,Downtown,2025-10-29,504,Folder,4,7.83,31.32,2002.0,DISC20
1154,2,Suburb,2025-10-11,503,Stapler,5,8.35,41.75,2007.0,DISC10
1155,2,Suburb,2025-10-11,504,Folder,2,6.07,12.14,2001.0,
1156,1,Downtown,2025-10-15,504,Folder,3,9.36,28.08,2003.0,
1157,1,Downtown,2025-10-24,505,Marker,2,7.83,15.66,2008.0,DISC20
1158,1,Downtown,2025-10-14,501,Notebook,3,4.78,14.34,2004.0,
1159,2,Suburb,2025-10-14,504,Folder,1,3.66,3.66,2005.0,DISC20
1160,3,Airport,2025-10-21,501,Notebook,5,3.68,18.4,2003.0,
1161,1,Downtown,2025-10-26,501,Notebook,3,4.28,12.84,2008.0,DISC10
1162,3,Airport,2025-10-06,502,Pen,2,5.07,10.14,,DISC20
1163,3,Airport,2025-10-12,503,Stapler,3,2.86,8.58,2008.0,
1164,2,Suburb,2025-10-21,501,Notebook,1,7.91,7.91,2005.0,DISC10
1165,2,Suburb,2025-10-21,501,Notebook,1,9.63,9.63,,
1166,2,Suburb,2025-10-22,504,Folder,5,2.25,11.25,2006.0,
1167,1,Downtown,2025-10-30,503,Stapler,3,8.1,24.3,,
1168,1,Downtown,2025-10-30,503,Stapler,2,3.29,6.58,2002.0,DISC10
1169,2,Suburb,2025-10-22,504,Folder,1,4.31,4.31,2005.0,DISC20
1170,3,Airport,2025-10-04,501,Notebook,5,1.22,6.1,2002.0,DISC10
1171,2,Suburb,2025-10-19,506,Highlighter,2,4.38,8.76,2006.0,
1172,2,Suburb,2025-10-07,505,Marker,1,5.74,5.74,2002.0,DISC20
1173,3,Airport,2025-10-29,506,Highlighter,1,8.1,8.1,2002.0,DISC20
1174,1,Downtown,2025-10-28,502,Pen,3,2.81,8.43,2007.0,DISC20
1175,1,Downtown,2025-10-22,505,Marker,2,0.62,1.24,2006.0,
1176,3,Airport,2025-10-21,503,Stapler,5,8.83,44.15,2001.0,DISC10
1177,1,Downtown,2025-10-15,505,Marker,4,3.69,14.76,2001.0,DISC20
1178,3,Airport,2025-10-23,504,Folder,4,6.43,25.72,2005.0,
1179,2,Suburb,2025-10-21,504,Folder,3,9.51,28.53,2005.0,
1180,1,Downtown,2025-10-10,506,Highlighter,3,9.0,27.0,,DISC10
1181,3,Airport,2025-10-17,506,Highlighter,1,5.65,5.65,2008.0,
1182,2,Suburb,2025-10-22,503,Stapler,4,1.76,7.04,2001.0,
1183,3,Airport,2025-10-06,502,Pen,5,8.24,41.2,2008.0,DISC10
1184,1,Downtown,2025-10-05,501,Notebook,2,7.34,14.68,2004.0,DISC10
1185,2,Suburb,2025-10-21,503,Stapler,1,3.03,3.03,2007.0,DISC10
1186,1,Downtown,2025-10-25,505,Marker,2,9.19,18.38,2004.0,
1187,2,Suburb,2025-10-26,506,Highlighter,2,2.08,4.16,,DISC20
1188,1,Downtown,2025-10-04,503,Stapler,2,1.15,2.3,2007.0,DISC20
1189,1,Downtown,2025-10-27,503,Stapler,2,4.27,8.54,2007.0,
1190,1,Downtown,2025-10-26,504,Folder,4,2.04,8.16,2003.0,DISC20
1191,1,Downtown,2025-10-30,503,Stapler,5,1.97,9.85,2008.0,DISC10
1192,2,Suburb,2025-10-21,501,Notebook,1,3.84,3.84,,
1193,1,Downtown,2025-10-11,502,Pen,1,2.84,2.84,2002.0,DISC10
1194,1,Downtown,2025-10-12,504,Folder,3,3.09,9.27,2001.0,
1195,3,Airport,2025-10-05,504,Folder,3,9.21,27.63,,DISC10
1196,1,Downtown,2025-10-23,501,Notebook,4,5.65,22.6,2007.0,DISC20
1197,3,Airport,2025-10-21,501,Notebook,5,7.08,35.4,2005.0,
1198,2,Suburb,2025-10-25,504,Folder,3,9.88,29.64,2006.0,
1199,3,Airport,2025-10-26,505,Marker,2,3.47,6.94,2004.0,
1200,3,Airport,2025-10-16,502,Pen,3,9.47,28.41,2001.0,
1201,3,Airport,2025-10-03,502,Pen,3,8.37,25.11,,DISC20
1202,1,Downtown,2025-10-02,503,Stapler,5,5.54,27.7,2006.0,
1203,3,Airport,2025-10-15,501,Notebook,4,8.01,32.04,2008.0,
1204,2,Suburb,2025-10-01,505,Marker,2,8.83,17.66,2001.0,DISC20
1205,2,Suburb,2025-10-02,506,Highlighter,3,8.81,26.43,2001.0,DISC20
1206,3,Airport,2025-10-07,506,Highlighter,4,1.0,4.0,,
1207,2,Suburb,2025-10-21,504,Folder,1,6.02,6.02,2008.0,DISC10
1208,2,Suburb,2025-10-25,504,Folder,5,7.46,37.3,,DISC20
1209,1,Downtown,2025-10-14,506,Highlighter,2,3.31,6.62,2004.0,
1210,1,Downtown,2025-10-21,506,Highlighter,1,1.54,1.54,2008.0,
1211,3,Airport,2025-10-26,505,Marker,5,2.96,14.8,2005.0,DISC20
1212,2,Suburb,2025-10-13,502,Pen,1,7.56,7.56,2003.0,DISC20
1213,1,Downtown,2025-10-22,505,Marker,3,5.37,16.11,2001.0,
1214,2,Suburb,2025-10-09,501,Notebook,2,7.91,15.82,2005.0,
1215,1,Downtown,2025-10-22,501,Notebook,1,9.31,9.31,,
1216,3,Airport,2025-10-10,503,Stapler,2,5.17,10.34,,DISC20
1217,3,Airport,2025-10-06,505,Marker,5,5.6,28.0,2008.0,
1218,2,Suburb,2025-10-05,502,Pen,3,8.84,26.52,2002.0,DISC20
1219,1,Downtown,2025-10-09,503,Stapler,1,8.6,8.6,2008.0,
1220,1,Downtown,2025-10-11,503,Stapler,2,4.38,8.76,2005.0,DISC20
1221,1,Downtown,2025-10-16,502,Pen,2,1.27,2.54,2004.0,
1222,1,Downtown,2025-10-18,505,Marker,5,9.11,45.55,2002.0,DISC10
1223,3,Airport,2025-10-13,505,Marker,1,8.85,8.85,2002.0,
1224,1,Downtown,2025-10-27,503,Stapler,1,3.67,3.67,2008.0,
1225,2,Suburb,2025-10-04,503,Stapler,4,2.01,8.04,2008.0,DISC20
1226,3,Airport,2025-10-23,502,Pen,2,8.29,16.58,2004.0,DISC10
1227,2,Suburb,2025-10-14,505,Marker,5,2.96,14.8,2001.0,
1228,2,Suburb,2025-10-27,501,Notebook,1,6.5,6.5,2001.0,
1229,1,Downtown,2025-10-03,506,Highlighter,3,7.73,23.19,2008.0,DISC10
1230,3,Airport,2025-10-28,504,Folder,5,1.47,7.35,2003.0,
1231,2,Suburb,2025-10-04,503,Stapler,1,7.82,7.82,,DISC10
1232,2,Suburb,2025-10-01,506,Highlighter,2,1.21,2.42,2001.0,DISC10
1233,2,Suburb,2025-10-15,505,Marker,4,7.62,30.48,2002.0,
1234,1,Downtown,2025-10-12,505,Marker,3,8.3,24.9,2002.0,DISC20
1235,2,Suburb,2025-10-23,502,Pen,2,3.1,6.2,2003.0,
1236,3,Airport,2025-10-13,501,Notebook,5,7.09,35.45,2003.0,DISC10
1237,3,Airport,2025-10-14,504,Folder,3,3.1,9.3,,
1238,1,Downtown,2025-10-21,505,Marker,3,9.66,28.98,2002.0,
1239,1,Downtown,2025-10-03,503,Stapler,1,3.55,3.55,2005.0,DISC10
1240,1,Downtown,2025-10-03,501,Notebook,1,7.29,7.29,2001.0,
1241,3,Airport,2025-10-08,504,Folder,1,8.75,8.75,2004.0,DISC20
1242,2,Suburb,2025-10-18,504,Folder,3,8.07,24.21,2004.0,
1243,2,Suburb,2025-10-03,504,Folder,1,0.51,0.51,2006.0,
1244,2,Suburb,2025-10-12,504,Folder,4,5.8,23.2,2008.0,
1245,3,Airport,2025-10-22,506,Highlighter,5,3.06,15.3,2007.0,DISC20
1246,1,Downtown,2025-10-17,505,Marker,2,6.96,13.92,2001.0,DISC20
1247,1,Downtown,2025-10-25,501,Notebook,4,7.91,31.64,2007.0,DISC20
1248,2,Suburb,2025-10-19,501,Notebook,1,1.48,1.48,2005.0,
1249,1,Downtown,2025-10-10,502,Pen,4,1.19,4.76,,
1250,1,Downtown,2025-10-13,506,Highlighter,1,8.33,8.33,2005.0,DISC10
1251,2,Suburb,2025-10-07,502,Pen,2,8.11,16.22,2001.0,DISC10
1252,3,Airport,2025-10-12,501,Notebook,3,1.68,5.04,2005.0,
1253,2,Suburb,2025-10-09,501,Notebook,2,9.38,18.76,2007.0,DISC10
1254,2,Suburb,2025-10-20,506,Highlighter,3,5.1,15.3,2003.0,
1255,2,Suburb,2025-10-26,506,Highlighter,2,5.07,10.14,2008.0,
1256,2,Suburb,2025-10-14,503,Stapler,2,1.07,2.14,2006.0,
1257,1,Downtown,2025-10-25,505,Marker,3,2.58,7.74,2006.0,
1258,1,Downtown,2025-10-08,505,Marker,5,6.76,33.8,2002.0,
1259,2,Suburb,2025-10-06,502,Pen,3,2.67,8.01,2007.0,
1260,3,Airport,2025-10-03,504,Folder,2,4.33,8.66,2005.0,
1261,3,Airport,2025-10-12,501,Notebook,5,7.41,37.05,2007.0,
1262,1,Downtown,2025-10-04,504,Folder,4,7.79,31.16,2007.0,DISC10
1263,1,Downtown,2025-10-19,501,Notebook,4,0.78,3.12,2001.0,
1264,2,Suburb,2025-10-15,502,Pen,4,4.51,18.04,2002.0,DISC20
1265,2,Suburb,2025-10-22,505,Marker,4,4.15,16.6,2001.0,
1266,3,Airport,2025-10-01,503,Stapler,2,7.3,14.6,2006.0,DISC10
1267,2,Suburb,2025-10-14,502,Pen,5,8.62,43.1,2008.0,
1268,1,Downtown,2025-10-15,506,Highlighter,1,6.79,6.79,2006.0,
1269,3,Airport,2025-10-25,501,Notebook,4,2.95,11.8,2004.0,
1270,3,Airport,2025-10-01,504,Folder,4,9.71,38.84,2002.0,DISC10
1271,1,Downtown,2025-10-10,504,Folder,1,4.59,4.59,2003.0,DISC20
1272,1,Downtown,2025-10-25,506,Highlighter,4,4.1,16.4,2004.0,
1273,1,Downtown,2025-10-17,501,Notebook,4,4.74,18.96,2005.0,
1274,3,Airport,2025-10-29,504,Folder,2,9.87,19.74,2008.0,
1275,2,Suburb,2025-10-29,501,Notebook,3,4.8,14.4,2004.0,DISC20
1276,1,Downtown,2025-10-01,501,Notebook,3,0.89,2.67,2003.0,
1277,2,Suburb,2025-10-24,503,Stapler,3,0.67,2.01,2008.0,DISC10
1278,1,Downtown,2025-10-25,503,Stapler,2,3.76,7.52,2005.0,
1279,3,Airport,2025-10-30,505,Marker,4,7.19,28.76,2006.0,DISC10
1280,1,Downtown,2025-10-01,505,Marker,5,9.65,48.25,2001.0,
1281,3,Airport,2025-10-23,502,Pen,3,6.99,20.97,2001.0,DISC10
1282,1,Downtown,2025-10-26,501,Notebook,4,1.57,6.28,2008.0,
1283,1,Downtown,2025-10-01,503,Stapler,5,6.84,34.2,2008.0,DISC10
1284,2,Suburb,2025-10-28,502,Pen,2,6.25,12.5,2008.0,
1285,1,Downtown,2025-10-25,505,Marker,1,1.36,1.36,2008.0,DISC20
1286,2,Suburb,2025-10-29,506,Highlighter,4,6.84,27.36,2005.0,DISC10
1287,2,Suburb,2025-10-13,501,Notebook,3,8.75,26.25,,
1288,1,Downtown,2025-10-15,501,Notebook,4,6.29,25.16,2004.0,DISC20
1289,1,Downtown,2025-10-25,501,Notebook,1,5.68,5.68,2002.0,
1290,2,Suburb,2025-10-26,503,Stapler,3,2.1,6.3,2001.0,
1291,3,Airport,2025-10-21,502,Pen,2,5.05,10.1,2004.0,
1292,2,Suburb,2025-10-25,504,Folder,5,4.29,21.45,2004.0,
1293,3,Airport,2025-10-11,506,Highlighter,2,7.3,14.6,2004.0,DISC20
1294,3,Airport,2025-10-16,505,Marker,4,9.57,38.28,2003.0,DISC20
1295,3,Airport,2025-10-15,504,Folder,5,5.05,25.25,2002.0,DISC10
1296,2,Suburb,2025-10-29,504,Folder,5,3.21,16.05,2002.0,DISC10
1297,2,Suburb,2025-10-18,502,Pen,1,9.78,9.78,2008.0,DISC20
1298,3,Airport,2025-10-12,502,Pen,5,2.25,11.25,2007.0,
1299,2,Suburb,2025-10-29,502,Pen,4,4.53,18.12,2005.0,
1300,1,Downtown,2025-10-10,503,Stapler,5,6.22,31.1,2005.0,
1301,2,Suburb,2025-10-28,501,Notebook,2,2.51,5.02,2007.0,DISC10
1302,1,Downtown,2025-10-29,502,Pen,1,2.75,2.75,2004.0,
1303,2,Suburb,2025-10-24,503,Stapler,4,4.53,18.12,2008.0,DISC10
1304,3,Airport,2025-10-04,502,Pen,1,4.53,4.53,2004.0,
1305,3,Airport,2025-10-12,502,Pen,1,2.56,2.56,,
1306,3,Airport,2025-10-03,504,Folder,3,2.7,8.1,2008.0,
1307,2,Suburb,2025-10-03,505,Marker,2,4.34,8.68,2005.0,
1308,3,Airport,2025-10-09,501,Notebook,3,9.92,29.76,2002.0,
1309,2,Suburb,2025-10-06,502,Pen,5,1.25,6.25,2007.0,
1310,1,Downtown,2025-10-04,503,Stapler,1,3.57,3.57,2005.0,
1311,3,Airport,2025-10-04,505,Marker,1,8.4,8.4,2004.0,
1312,3,Airport,2025-10-21,506,Highlighter,2,6.96,13.92,2002.0,DISC10
1313,3,Airport,2025-10-12,502,Pen,1,9.96,9.96,2006.0,
1314,2,Suburb,2025-10-12,502,Pen,4,9.64,38.56,2008.0,DISC10
1315,2,Suburb,2025-10-30,501,Notebook,4,3.8,15.2,2007.0,
1316,3,Airport,2025-10-16,506,Highlighter,5,1.64,8.2,2002.0,
1317,1,Downtown,2025-10-25,506,Highlighter,5,1.38,6.9,2005.0,DISC10
1318,3,Airport,2025-10-01,505,Marker,4,7.93,31.72,2001.0,
1319,2,Suburb,2025-10-04,501,Notebook,2,3.75,7.5,2008.0,
1320,2,Suburb,2025-10-27,501,Notebook,1,5.34,5.34,2002.0,
1321,2,Suburb,2025-10-23,502,Pen,4,8.8,35.2,2005.0,DISC20
1322,2,Suburb,2025-10-11,506,Highlighter,4,8.59,34.36,,DISC10
1323,2,Suburb,2025-10-18,505,Marker,3,6.91,20.73,2005.0,DISC20
1324,3,Airport,2025-10-20,506,Highlighter,1,3.56,3.56,2002.0,DISC10
1325,3,Airport,2025-10-02,503,Stapler,2,9.59,19.18,2001.0,DISC10
1326,1,Downtown,2025-10-02,501,Notebook,5,8.69,43.45,2003.0,
1327,2,Suburb,2025-10-16,506,Highlighter,5,3.52,17.6,2002.0,
1328,2,Suburb,2025-10-25,505,Marker,5,1.66,8.3,2004.0,DISC10
1329,1,Downtown,2025-10-15,504,Folder,5,5.72,28.6,2003.0,DISC10
1330,1,Downtown,2025-10-28,506,Highlighter,5,0.67,3.35,2001.0,
1331,3,Airport,2025-10-19,503,Stapler,5,7.92,39.6,2008.0,DISC10
1332,2,Suburb,2025-10-11,502,Pen,5,6.39,31.95,2008.0,DISC20
1333,1,Downtown,2025-10-03,505,Marker,1,7.94,7.94,2002.0,
1334,1,Downtown,2025-10-04,504,Folder,1,2.71,2.71,2003.0,
1335,2,Suburb,2025-10-07,502,Pen,5,8.92,44.6,2002.0,DISC20
1336,2,Suburb,2025-10-14,505,Marker,5,7.81,39.05,2006.0,DISC10
1337,2,Suburb,2025-10-27,505,Marker,5,7.72,38.6,2007.0,
1338,1,Downtown,2025-10-13,505,Marker,2,2.79,5.58,2004.0,
1339,2,Suburb,2025-10-05,505,Marker,4,4.03,16.12,,
1340,3,Airport,2025-10-21,504,Folder,5,5.14,25.7,2003.0,DISC10
1341,2,Suburb,2025-10-08,503,Stapler,1,6.33,6.33,2005.0,DISC10
1342,1,Downtown,2025-10-10,505,Marker,1,9.58,9.58,,
1343,1,Downtown,2025-10-01,502,Pen,4,1.23,4.92,,DISC10
